1: n = 7 m = 3, ms = 12, mst = a[0..3][0..1]
7758: n = 7 m = 8, ms = 7, mst = a[0..0][1..2]
7759: n = 2 m = 8, ms = 10, mst = a[1..1][4..6]
7760: n = 7 m = 8, ms = 18, mst = a[1..3][1..7]
7761: n = 9 m = 7, ms = 5, mst = a[0..0][5..6]
7762: n = 2 m = 2, ms = 4, mst = a[0..0][0..1]
7763: n = 3 m = 10, ms = 8, mst = a[0..2][6..7]
7764: n = 3 m = 7, ms = 9, mst = a[0..2][0..5]
7765: n = 10 m = 6, ms = 36, mst = a[0..8][2..5]
7766: n = 5 m = 2, ms = 4, mst = a[3..3][0..0]
7767: n = 2 m = 6, ms = 11, mst = a[0..1][0..2]
7768: n = 4 m = 4, ms = 9, mst = a[3..3][0..3]
7769: n = 3 m = 9, ms = 9, mst = a[1..2][5..6]
7770: n = 10 m = 5, ms = 32, mst = a[0..4][0..4]
7771: n = 8 m = 7, ms = 12, mst = a[3..3][0..6]
7772: n = 10 m = 2, ms = 8, mst = a[2..7][0..1]
7773: n = 4 m = 2, ms = 8, mst = a[0..1][0..1]
7774: n = 8 m = 1, ms = 2, mst = a[1..1][0..0]
7775: n = 2 m = 6, ms = 10, mst = a[0..1][0..3]
7776: n = 3 m = 5, ms = 8, mst = a[0..2][0..1]
7777: n = 6 m = 6, ms = 17, mst = a[2..5][0..2]
7778: n = 4 m = 9, ms = 12, mst = a[0..1][2..4]
7779: n = 10 m = 7, ms = 18, mst = a[2..9][6..6]
7780: n = 3 m = 9, ms = 16, mst = a[0..1][4..8]
7781: n = 2 m = 7, ms = 4, mst = a[0..1][1..1]
7782: n = 1 m = 3, ms = 0, mst = a[0..0][1..1]
7783: n = 9 m = 6, ms = 35, mst = a[2..8][0..5]
7784: n = 1 m = 10, ms = 1, mst = a[0..0][3..3]
7785: n = 5 m = 2, ms = 4, mst = a[0..1][0..0]
7786: n = 3 m = 1, ms = 4, mst = a[0..0][0..0]
7787: n = 5 m = 1, ms = 7, mst = a[0..3][0..0]
7788: n = 9 m = 4, ms = 29, mst = a[0..7][1..3]
7789: n = 10 m = 5, ms = 11, mst = a[2..6][4..4]
7790: n = 10 m = 1, ms = 5, mst = a[4..5][0..0]
7791: n = 7 m = 4, ms = 22, mst = a[0..2][0..3]
7792: n = 2 m = 1, ms = 3, mst = a[0..0][0..0]
7793: n = 10 m = 3, ms = 14, mst = a[0..9][1..2]
7794: n = 2 m = 8, ms = 6, mst = a[0..1][7..7]
7795: n = 1 m = 8, ms = 8, mst = a[0..0][3..6]
7796: n = 3 m = 5, ms = 8, mst = a[1..1][1..4]
7797: n = 2 m = 9, ms = 17, mst = a[0..1][0..7]
7798: n = 9 m = 4, ms = 5, mst = a[0..0][2..3]
7799: n = 6 m = 10, ms = 25, mst = a[3..5][3..9]
7800: n = 7 m = 8, ms = 30, mst = a[0..5][0..7]
7801: n = 8 m = 8, ms = 38, mst = a[0..7][2..4]
7802: n = 1 m = 7, ms = 5, mst = a[0..0][3..4]
7803: n = 5 m = 8, ms = 18, mst = a[0..1][0..3]
7804: n = 6 m = 3, ms = 14, mst = a[0..5][0..2]
7805: n = 2 m = 10, ms = 10, mst = a[0..1][5..6]
7806: n = 5 m = 7, ms = 16, mst = a[1..2][3..6]
7807: n = 3 m = 1, ms = 9, mst = a[0..2][0..0]
7808: n = 5 m = 10, ms = 12, mst = a[2..4][0..4]
7809: n = 8 m = 3, ms = 17, mst = a[0..7][1..2]
7810: n = 4 m = 1, ms = 6, mst = a[1..3][0..0]
7811: n = 8 m = 1, ms = 3, mst = a[0..0][0..0]
7812: n = 5 m = 10, ms = 8, mst = a[4..4][6..7]
7813: n = 5 m = 6, ms = 15, mst = a[0..2][0..3]
7814: n = 6 m = 7, ms = 19, mst = a[0..5][2..4]
7815: n = 3 m = 9, ms = 20, mst = a[0..2][2..5]
7816: n = 7 m = 5, ms = 23, mst = a[0..5][1..2]
7817: n = 5 m = 3, ms = 21, mst = a[0..4][0..2]
7818: n = 9 m = 2, ms = 11, mst = a[3..5][0..0]
7819: n = 6 m = 10, ms = 23, mst = a[0..4][3..9]
7820: n = 10 m = 7, ms = 13, mst = a[1..5][2..4]
7821: n = 10 m = 7, ms = 22, mst = a[1..7][4..6]
7822: n = 3 m = 2, ms = 8, mst = a[0..2][0..0]
7823: n = 4 m = 5, ms = 14, mst = a[0..3][0..1]
7824: n = 10 m = 2, ms = 15, mst = a[0..5][0..1]
7825: n = 10 m = 8, ms = 37, mst = a[0..9][0..7]
7826: n = 2 m = 6, ms = 10, mst = a[0..0][2..5]
7827: n = 6 m = 1, ms = 4, mst = a[5..5][0..0]
7828: n = 5 m = 7, ms = 13, mst = a[3..4][0..4]
7829: n = 8 m = 3, ms = 11, mst = a[4..6][1..2]
7830: n = 7 m = 7, ms = 13, mst = a[2..2][1..6]
7831: n = 4 m = 8, ms = 19, mst = a[0..2][4..6]
7832: n = 2 m = 5, ms = 2, mst = a[0..0][0..1]
7833: n = 6 m = 9, ms = 27, mst = a[0..5][0..5]
7834: n = 7 m = 1, ms = 4, mst = a[3..4][0..0]
7835: n = 7 m = 8, ms = 24, mst = a[1..3][1..7]
7836: n = 10 m = 10, ms = 39, mst = a[1..4][3..9]
7837: n = 9 m = 8, ms = 22, mst = a[2..4][2..6]
7838: n = 10 m = 5, ms = 18, mst = a[0..8][2..4]
7839: n = 4 m = 10, ms = 21, mst = a[0..2][1..8]
7840: n = 3 m = 5, ms = 9, mst = a[0..2][1..4]
7841: n = 2 m = 8, ms = 9, mst = a[0..0][1..4]
7842: n = 1 m = 3, ms = 1, mst = a[0..0][2..2]
7843: n = 8 m = 5, ms = 22, mst = a[0..6][1..2]
7844: n = 10 m = 4, ms = 29, mst = a[0..8][2..3]
7845: n = 1 m = 3, ms = 6, mst = a[0..0][1..2]
7846: n = 4 m = 3, ms = 5, mst = a[0..2][2..2]
7847: n = 2 m = 2, ms = 6, mst = a[0..1][0..1]
7848: n = 5 m = 10, ms = 13, mst = a[0..0][3..9]
7849: n = 2 m = 1, ms = 0, mst = a[0..0][0..0]
7850: n = 9 m = 6, ms = 19, mst = a[0..3][0..5]
7851: n = 8 m = 1, ms = 10, mst = a[0..6][0..0]
7852: n = 8 m = 9, ms = 32, mst = a[0..5][0..3]
7853: n = 1 m = 1, ms = 4, mst = a[0..0][0..0]
7854: n = 5 m = 2, ms = 13, mst = a[2..4][0..1]
7855: n = 8 m = 5, ms = 12, mst = a[3..7][3..4]
7856: n = 4 m = 6, ms = 16, mst = a[0..3][0..4]
7857: n = 5 m = 10, ms = 16, mst = a[0..3][3..9]
7858: n = 4 m = 2, ms = 4, mst = a[3..3][0..0]
7859: n = 3 m = 7, ms = 7, mst = a[1..2][0..2]
7860: n = 8 m = 10, ms = 39, mst = a[1..5][0..6]
7861: n = 2 m = 7, ms = 15, mst = a[0..1][0..3]
7862: n = 4 m = 1, ms = 1, mst = a[2..2][0..0]
7863: n = 1 m = 7, ms = 7, mst = a[0..0][0..3]
7864: n = 8 m = 10, ms = 15, mst = a[2..7][1..4]
7865: n = 8 m = 3, ms = 13, mst = a[0..7][2..2]
7866: n = 5 m = 1, ms = 9, mst = a[0..3][0..0]
7867: n = 4 m = 2, ms = 4, mst = a[1..1][0..0]
7868: n = 10 m = 1, ms = 16, mst = a[1..9][0..0]
7869: n = 2 m = 1, ms = 4, mst = a[1..1][0..0]
7870: n = 2 m = 2, ms = 3, mst = a[0..0][0..0]
7871: n = 6 m = 2, ms = 7, mst = a[0..5][0..1]
7872: n = 8 m = 2, ms = 6, mst = a[2..5][0..0]
7873: n = 5 m = 5, ms = 11, mst = a[0..3][4..4]
7874: n = 3 m = 3, ms = 7, mst = a[0..1][2..2]
7875: n = 2 m = 7, ms = 8, mst = a[0..1][2..2]
7876: n = 5 m = 10, ms = 36, mst = a[0..3][1..9]
7877: n = 8 m = 3, ms = 14, mst = a[4..7][1..2]
7878: n = 5 m = 2, ms = 6, mst = a[4..4][0..1]
7879: n = 2 m = 1, ms = 3, mst = a[1..1][0..0]
7880: n = 1 m = 5, ms = 6, mst = a[0..0][0..1]
7881: n = 2 m = 1, ms = 0, mst = a[0..0][0..0]
7882: n = 10 m = 7, ms = 17, mst = a[7..9][0..2]
7883: n = 6 m = 4, ms = 17, mst = a[0..4][1..2]
7884: n = 9 m = 7, ms = 15, mst = a[0..8][5..6]
7885: n = 5 m = 8, ms = 13, mst = a[1..3][2..7]
7886: n = 10 m = 9, ms = 14, mst = a[6..9][4..8]
7887: n = 8 m = 2, ms = 7, mst = a[7..7][0..1]
7888: n = 5 m = 5, ms = 14, mst = a[2..4][0..3]
7889: n = 8 m = 10, ms = 36, mst = a[0..6][0..9]
7890: n = 1 m = 9, ms = 7, mst = a[0..0][4..6]
7891: n = 1 m = 8, ms = 6, mst = a[0..0][1..2]
7892: n = 6 m = 1, ms = 4, mst = a[3..3][0..0]
7893: n = 5 m = 2, ms = 3, mst = a[2..2][1..1]
7894: n = 9 m = 5, ms = 30, mst = a[1..8][1..4]
7895: n = 5 m = 2, ms = 8, mst = a[2..4][0..0]
7896: n = 2 m = 6, ms = 4, mst = a[0..0][0..0]
7897: n = 10 m = 10, ms = 64, mst = a[0..5][0..9]
7898: n = 8 m = 3, ms = 13, mst = a[5..6][0..2]
7899: n = 4 m = 6, ms = 19, mst = a[1..3][2..4]
7900: n = 2 m = 8, ms = 7, mst = a[0..0][4..5]
7901: n = 6 m = 8, ms = 27, mst = a[0..5][0..6]
7902: n = 8 m = 4, ms = 14, mst = a[1..4][1..3]
7903: n = 9 m = 7, ms = 17, mst = a[3..6][0..1]
7904: n = 7 m = 2, ms = 13, mst = a[0..6][0..1]
7905: n = 3 m = 10, ms = 21, mst = a[0..2][6..9]
7906: n = 4 m = 3, ms = 12, mst = a[0..2][0..2]
7907: n = 7 m = 7, ms = 14, mst = a[4..5][2..6]
7908: n = 6 m = 2, ms = 7, mst = a[2..4][0..1]
7909: n = 6 m = 2, ms = 4, mst = a[1..1][1..1]
7910: n = 6 m = 9, ms = 23, mst = a[0..5][3..7]
7911: n = 10 m = 3, ms = 26, mst = a[0..9][0..1]
7912: n = 4 m = 4, ms = 4, mst = a[0..0][2..2]
7913: n = 7 m = 8, ms = 11, mst = a[2..5][3..6]
7914: n = 8 m = 2, ms = 6, mst = a[0..1][0..0]
7915: n = 1 m = 6, ms = 5, mst = a[0..0][0..1]
7916: n = 6 m = 9, ms = 23, mst = a[1..3][4..8]
7917: n = 9 m = 1, ms = 4, mst = a[6..6][0..0]
7918: n = 8 m = 6, ms = 24, mst = a[4..7][1..5]
7919: n = 10 m = 5, ms = 17, mst = a[0..5][0..2]
7920: n = 5 m = 8, ms = 18, mst = a[2..4][3..7]
7921: n = 2 m = 8, ms = 6, mst = a[1..1][4..7]
7922: n = 3 m = 4, ms = 8, mst = a[0..2][0..3]
7923: n = 7 m = 10, ms = 22, mst = a[1..6][0..2]
7924: n = 6 m = 7, ms = 28, mst = a[3..5][1..5]
7925: n = 4 m = 3, ms = 6, mst = a[1..2][0..0]
7926: n = 1 m = 10, ms = 7, mst = a[0..0][3..7]
7927: n = 10 m = 1, ms = 7, mst = a[3..8][0..0]
7928: n = 2 m = 4, ms = 9, mst = a[0..1][2..3]
7929: n = 9 m = 1, ms = 4, mst = a[7..8][0..0]
7930: n = 5 m = 6, ms = 7, mst = a[0..2][4..4]
7931: n = 6 m = 10, ms = 13, mst = a[3..5][4..6]
7932: n = 10 m = 5, ms = 20, mst = a[5..7][0..3]
7933: n = 3 m = 4, ms = 9, mst = a[0..1][0..2]
7934: n = 1 m = 3, ms = 4, mst = a[0..0][1..2]
7935: n = 9 m = 4, ms = 13, mst = a[1..5][2..3]
7936: n = 7 m = 4, ms = 18, mst = a[3..5][0..3]
7937: n = 8 m = 8, ms = 31, mst = a[0..3][0..4]
7938: n = 3 m = 4, ms = 6, mst = a[0..0][1..3]
7939: n = 2 m = 1, ms = 1, mst = a[1..1][0..0]
7940: n = 3 m = 10, ms = 25, mst = a[0..2][2..6]
7941: n = 5 m = 7, ms = 26, mst = a[0..3][0..6]
7942: n = 10 m = 9, ms = 35, mst = a[5..9][3..6]
7943: n = 7 m = 10, ms = 14, mst = a[3..5][7..8]
7944: n = 1 m = 1, ms = 0, mst is empty
7945: n = 3 m = 4, ms = 7, mst = a[0..1][3..3]
7946: n = 3 m = 1, ms = 1, mst = a[1..1][0..0]
7947: n = 4 m = 4, ms = 14, mst = a[0..2][1..2]
7948: n = 10 m = 6, ms = 21, mst = a[0..1][1..4]
7949: n = 3 m = 1, ms = 0, mst = a[1..1][0..0]
7950: n = 2 m = 5, ms = 1, mst = a[1..1][0..0]
7951: n = 6 m = 3, ms = 4, mst = a[3..3][2..2]
7952: n = 8 m = 10, ms = 15, mst = a[0..6][0..1]
7953: n = 6 m = 3, ms = 8, mst = a[0..4][0..1]
7954: n = 4 m = 8, ms = 11, mst = a[0..3][4..6]
7955: n = 7 m = 9, ms = 18, mst = a[0..3][3..8]
7956: n = 3 m = 9, ms = 10, mst = a[1..2][6..8]
7957: n = 10 m = 6, ms = 16, mst = a[0..4][1..5]
7958: n = 10 m = 2, ms = 7, mst = a[9..9][0..1]
7959: n = 7 m = 5, ms = 20, mst = a[0..6][0..2]
7960: n = 6 m = 7, ms = 19, mst = a[1..5][2..6]
7961: n = 2 m = 8, ms = 12, mst = a[0..1][1..3]
7962: n = 5 m = 7, ms = 13, mst = a[0..1][4..6]
7963: n = 3 m = 6, ms = 16, mst = a[0..2][2..5]
7964: n = 9 m = 9, ms = 20, mst = a[0..1][2..8]
7965: n = 6 m = 3, ms = 5, mst = a[3..4][0..1]
7966: n = 6 m = 8, ms = 23, mst = a[0..5][3..7]
7967: n = 10 m = 4, ms = 12, mst = a[5..7][0..2]
7968: n = 9 m = 10, ms = 42, mst = a[0..4][3..9]
7969: n = 5 m = 1, ms = 0, mst = a[2..2][0..0]
7970: n = 2 m = 3, ms = 3, mst = a[0..0][2..2]
7971: n = 8 m = 1, ms = 4, mst = a[3..4][0..0]
7972: n = 1 m = 3, ms = 1, mst = a[0..0][1..1]
7973: n = 8 m = 2, ms = 15, mst = a[1..7][0..1]
7974: n = 4 m = 6, ms = 22, mst = a[0..3][0..3]
7975: n = 5 m = 5, ms = 9, mst = a[2..4][0..1]
7976: n = 10 m = 4, ms = 37, mst = a[0..9][0..3]
7977: n = 9 m = 8, ms = 20, mst = a[1..3][3..6]
7978: n = 4 m = 9, ms = 14, mst = a[0..1][1..6]
7979: n = 1 m = 1, ms = 0, mst = a[0..0][0..0]
7980: n = 1 m = 10, ms = 7, mst = a[0..0][0..1]
7981: n = 1 m = 5, ms = 3, mst = a[0..0][3..4]
7982: n = 8 m = 5, ms = 18, mst = a[4..5][1..3]
7983: n = 1 m = 8, ms = 2, mst = a[0..0][0..0]
7984: n = 7 m = 1, ms = 4, mst = a[1..1][0..0]
7985: n = 3 m = 1, ms = 4, mst = a[2..2][0..0]
7986: n = 7 m = 10, ms = 30, mst = a[0..5][6..9]
7987: n = 1 m = 1, ms = 4, mst = a[0..0][0..0]
7988: n = 1 m = 8, ms = 4, mst = a[0..0][4..4]
7989: n = 2 m = 6, ms = 7, mst = a[0..1][1..2]
7990: n = 5 m = 3, ms = 4, mst = a[3..3][2..2]
7991: n = 3 m = 6, ms = 15, mst = a[0..2][2..5]
7992: n = 7 m = 1, ms = 13, mst = a[3..6][0..0]
7993: n = 10 m = 5, ms = 13, mst = a[8..9][1..4]
7994: n = 9 m = 5, ms = 19, mst = a[4..6][2..4]
7995: n = 4 m = 7, ms = 17, mst = a[0..1][0..6]
7996: n = 9 m = 10, ms = 46, mst = a[0..8][2..6]
7997: n = 4 m = 6, ms = 6, mst = a[1..2][3..3]
7998: n = 7 m = 9, ms = 16, mst = a[0..3][0..0]
7999: n = 10 m = 4, ms = 15, mst = a[6..7][0..3]
8000: n = 2 m = 1, ms = 0, mst is empty
8001: n = 3 m = 4, ms = 8, mst = a[0..2][0..1]
8002: n = 5 m = 7, ms = 15, mst = a[0..3][3..6]
8003: n = 3 m = 4, ms = 4, mst = a[0..0][0..0]
8004: n = 3 m = 2, ms = 7, mst = a[0..0][0..1]
8005: n = 3 m = 4, ms = 8, mst = a[0..2][1..2]
8006: n = 4 m = 1, ms = 4, mst = a[0..0][0..0]
8007: n = 2 m = 9, ms = 5, mst = a[1..1][1..5]
8008: n = 7 m = 7, ms = 21, mst = a[3..5][2..5]
8009: n = 3 m = 2, ms = 3, mst = a[2..2][0..0]
8010: n = 6 m = 1, ms = 2, mst = a[5..5][0..0]
8011: n = 10 m = 6, ms = 10, mst = a[3..5][2..3]
8012: n = 7 m = 2, ms = 6, mst = a[0..2][0..0]
8013: n = 8 m = 7, ms = 20, mst = a[1..3][0..5]
8014: n = 3 m = 10, ms = 23, mst = a[0..2][3..7]
8015: n = 7 m = 7, ms = 10, mst = a[0..2][2..5]
8016: n = 1 m = 7, ms = 4, mst = a[0..0][1..3]
8017: n = 2 m = 4, ms = 8, mst = a[1..1][0..3]
8018: n = 5 m = 7, ms = 18, mst = a[0..3][0..6]
8019: n = 8 m = 4, ms = 15, mst = a[0..3][1..3]
8020: n = 9 m = 2, ms = 7, mst = a[5..6][1..1]
8021: n = 6 m = 5, ms = 16, mst = a[1..4][0..1]
8022: n = 6 m = 5, ms = 15, mst = a[3..5][0..4]
8023: n = 1 m = 1, ms = 4, mst = a[0..0][0..0]
8024: n = 8 m = 3, ms = 15, mst = a[0..6][1..2]
8025: n = 1 m = 9, ms = 4, mst = a[0..0][1..2]
8026: n = 2 m = 7, ms = 15, mst = a[0..1][1..4]
8027: n = 6 m = 2, ms = 6, mst = a[2..3][1..1]
8028: n = 3 m = 6, ms = 15, mst = a[0..2][0..4]
8029: n = 4 m = 8, ms = 26, mst = a[0..1][0..5]
8030: n = 5 m = 10, ms = 12, mst = a[3..4][1..9]
8031: n = 7 m = 9, ms = 17, mst = a[0..6][6..8]
8032: n = 5 m = 2, ms = 6, mst = a[2..4][1..1]
8033: n = 3 m = 9, ms = 4, mst = a[0..1][6..7]
8034: n = 9 m = 8, ms = 26, mst = a[0..6][1..4]
8035: n = 4 m = 6, ms = 17, mst = a[0..1][2..5]
8036: n = 1 m = 4, ms = 4, mst = a[0..0][0..1]
8037: n = 5 m = 6, ms = 8, mst = a[0..2][1..2]
8038: n = 10 m = 2, ms = 7, mst = a[5..5][0..1]
8039: n = 6 m = 7, ms = 6, mst = a[2..3][1..2]
8040: n = 7 m = 3, ms = 11, mst = a[0..6][2..2]
8041: n = 6 m = 2, ms = 7, mst = a[0..3][1..1]
8042: n = 7 m = 9, ms = 11, mst = a[5..5][2..6]
8043: n = 9 m = 9, ms = 33, mst = a[0..7][1..6]
8044: n = 3 m = 10, ms = 17, mst = a[0..2][0..2]
8045: n = 3 m = 10, ms = 20, mst = a[0..2][0..9]
8046: n = 4 m = 8, ms = 9, mst = a[0..1][0..3]
8047: n = 2 m = 5, ms = 9, mst = a[1..1][0..4]
8048: n = 2 m = 3, ms = 6, mst = a[0..1][2..2]
8049: n = 3 m = 8, ms = 15, mst = a[1..2][0..7]
8050: n = 9 m = 6, ms = 17, mst = a[4..7][0..3]
8051: n = 10 m = 7, ms = 22, mst = a[1..9][2..6]
8052: n = 1 m = 1, ms = 2, mst = a[0..0][0..0]
8053: n = 4 m = 3, ms = 4, mst = a[2..2][0..2]
8054: n = 2 m = 10, ms = 4, mst = a[1..1][8..8]
8055: n = 4 m = 8, ms = 14, mst = a[0..2][4..7]
8056: n = 1 m = 2, ms = 0, mst is empty
8057: n = 3 m = 1, ms = 2, mst = a[2..2][0..0]
8058: n = 1 m = 4, ms = 1, mst = a[0..0][0..0]
8059: n = 10 m = 9, ms = 19, mst = a[2..6][0..3]
8060: n = 3 m = 2, ms = 6, mst = a[0..2][1..1]
8061: n = 6 m = 3, ms = 11, mst = a[0..2][0..2]
8062: n = 3 m = 3, ms = 7, mst = a[1..2][1..1]
8063: n = 8 m = 2, ms = 7, mst = a[0..5][0..0]
8064: n = 4 m = 6, ms = 11, mst = a[2..2][0..4]
8065: n = 5 m = 7, ms = 22, mst = a[0..2][1..6]
8066: n = 3 m = 7, ms = 15, mst = a[1..2][0..6]
8067: n = 3 m = 8, ms = 8, mst = a[1..2][2..3]
8068: n = 1 m = 3, ms = 0, mst is empty
8069: n = 4 m = 8, ms = 6, mst = a[2..3][4..4]
8070: n = 5 m = 3, ms = 8, mst = a[3..3][0..2]
8071: n = 4 m = 2, ms = 3, mst = a[1..1][0..1]
8072: n = 6 m = 6, ms = 28, mst = a[1..5][0..4]
8073: n = 3 m = 6, ms = 5, mst = a[1..1][1..2]
8074: n = 10 m = 6, ms = 18, mst = a[0..3][0..4]
8075: n = 9 m = 8, ms = 19, mst = a[3..7][1..5]
8076: n = 3 m = 3, ms = 6, mst = a[0..1][0..1]
8077: n = 1 m = 4, ms = 4, mst = a[0..0][2..2]
8078: n = 9 m = 7, ms = 15, mst = a[1..5][0..1]
8079: n = 2 m = 1, ms = 3, mst = a[1..1][0..0]
8080: n = 3 m = 9, ms = 15, mst = a[1..2][1..7]
8081: n = 7 m = 8, ms = 10, mst = a[1..1][2..7]
8082: n = 3 m = 10, ms = 10, mst = a[1..2][0..3]
8083: n = 3 m = 2, ms = 3, mst = a[0..1][0..1]
8084: n = 3 m = 10, ms = 14, mst = a[0..2][0..2]
8085: n = 6 m = 1, ms = 10, mst = a[2..5][0..0]
8086: n = 5 m = 6, ms = 15, mst = a[0..2][1..5]
8087: n = 1 m = 6, ms = 0, mst = a[0..0][1..1]
8088: n = 10 m = 3, ms = 9, mst = a[7..9][0..2]
8089: n = 2 m = 6, ms = 5, mst = a[0..1][4..4]
8090: n = 2 m = 3, ms = 3, mst = a[1..1][2..2]
8091: n = 2 m = 8, ms = 6, mst = a[0..0][0..4]
8092: n = 5 m = 7, ms = 13, mst = a[3..4][0..2]
8093: n = 8 m = 5, ms = 12, mst = a[0..2][2..4]
8094: n = 4 m = 10, ms = 21, mst = a[0..1][1..9]
8095: n = 6 m = 1, ms = 8, mst = a[0..2][0..0]
8096: n = 7 m = 1, ms = 2, mst = a[0..0][0..0]
8097: n = 4 m = 9, ms = 25, mst = a[1..3][2..8]
8098: n = 6 m = 3, ms = 20, mst = a[0..5][0..1]
8099: n = 7 m = 2, ms = 7, mst = a[3..6][0..0]
8100: n = 5 m = 10, ms = 12, mst = a[2..3][2..7]
8101: n = 2 m = 1, ms = 0, mst is empty
8102: n = 1 m = 2, ms = 3, mst = a[0..0][1..1]
8103: n = 8 m = 4, ms = 7, mst = a[1..2][2..3]
8104: n = 4 m = 2, ms = 6, mst = a[1..2][0..0]
8105: n = 4 m = 10, ms = 18, mst = a[2..3][3..9]
8106: n = 10 m = 6, ms = 28, mst = a[4..9][0..4]
8107: n = 5 m = 6, ms = 18, mst = a[1..4][3..5]
8108: n = 6 m = 8, ms = 15, mst = a[1..5][4..5]
8109: n = 6 m = 8, ms = 25, mst = a[0..5][0..4]
8110: n = 2 m = 3, ms = 4, mst = a[0..1][2..2]
8111: n = 10 m = 2, ms = 7, mst = a[4..6][1..1]
8112: n = 6 m = 4, ms = 12, mst = a[3..5][0..3]
8113: n = 8 m = 8, ms = 15, mst = a[1..2][0..7]
8114: n = 8 m = 5, ms = 21, mst = a[0..7][2..4]
8115: n = 2 m = 6, ms = 13, mst = a[0..1][2..5]
8116: n = 5 m = 6, ms = 13, mst = a[0..1][1..3]
8117: n = 7 m = 8, ms = 21, mst = a[0..6][1..7]
8118: n = 4 m = 4, ms = 5, mst = a[0..0][2..3]
8119: n = 10 m = 6, ms = 15, mst = a[1..9][0..1]
8120: n = 7 m = 6, ms = 16, mst = a[2..4][3..5]
8121: n = 1 m = 1, ms = 2, mst = a[0..0][0..0]
8122: n = 4 m = 3, ms = 2, mst = a[0..0][0..2]
8123: n = 7 m = 5, ms = 12, mst = a[3..6][1..2]
8124: n = 6 m = 9, ms = 28, mst = a[0..3][0..4]
8125: n = 7 m = 2, ms = 6, mst = a[0..1][0..1]
8126: n = 2 m = 2, ms = 4, mst = a[0..0][1..1]
8127: n = 8 m = 6, ms = 25, mst = a[3..7][0..2]
8128: n = 3 m = 10, ms = 24, mst = a[0..2][3..9]
8129: n = 1 m = 7, ms = 8, mst = a[0..0][2..6]
8130: n = 8 m = 10, ms = 12, mst = a[0..6][0..1]
8131: n = 1 m = 8, ms = 10, mst = a[0..0][0..7]
8132: n = 8 m = 3, ms = 17, mst = a[2..7][0..2]
8133: n = 1 m = 2, ms = 0, mst = a[0..0][1..1]
8134: n = 8 m = 2, ms = 5, mst = a[6..7][0..1]
8135: n = 9 m = 5, ms = 19, mst = a[3..5][0..3]
8136: n = 10 m = 1, ms = 6, mst = a[3..9][0..0]
8137: n = 9 m = 2, ms = 14, mst = a[2..7][1..1]
8138: n = 4 m = 10, ms = 13, mst = a[3..3][1..6]
8139: n = 4 m = 9, ms = 14, mst = a[0..2][2..7]
8140: n = 4 m = 10, ms = 11, mst = a[0..3][2..4]
8141: n = 2 m = 5, ms = 12, mst = a[0..1][0..1]
8142: n = 4 m = 8, ms = 30, mst = a[0..2][2..7]
8143: n = 9 m = 4, ms = 10, mst = a[3..7][0..0]
8144: n = 9 m = 10, ms = 45, mst = a[0..8][1..9]
8145: n = 10 m = 10, ms = 32, mst = a[0..5][0..8]
8146: n = 5 m = 6, ms = 27, mst = a[0..4][1..5]
8147: n = 4 m = 10, ms = 15, mst = a[2..3][1..6]
8148: n = 8 m = 5, ms = 18, mst = a[1..7][0..3]
8149: n = 7 m = 2, ms = 4, mst = a[2..2][0..0]
8150: n = 7 m = 10, ms = 43, mst = a[2..6][4..8]
8151: n = 6 m = 5, ms = 13, mst = a[4..5][0..3]
8152: n = 3 m = 9, ms = 13, mst = a[0..2][5..7]
8153: n = 6 m = 8, ms = 14, mst = a[1..1][0..6]
8154: n = 6 m = 6, ms = 13, mst = a[0..5][0..0]
8155: n = 8 m = 10, ms = 21, mst = a[0..4][1..8]
8156: n = 7 m = 3, ms = 17, mst = a[3..6][0..2]
8157: n = 6 m = 5, ms = 12, mst = a[0..1][0..1]
8158: n = 1 m = 9, ms = 14, mst = a[0..0][1..6]
8159: n = 4 m = 8, ms = 16, mst = a[0..3][4..7]
8160: n = 4 m = 2, ms = 8, mst = a[2..3][0..1]
8161: n = 5 m = 7, ms = 15, mst = a[2..3][0..6]
8162: n = 2 m = 6, ms = 13, mst = a[1..1][2..5]
8163: n = 10 m = 9, ms = 19, mst = a[4..6][0..8]
8164: n = 6 m = 4, ms = 15, mst = a[0..3][0..2]
8165: n = 5 m = 2, ms = 4, mst = a[1..1][0..0]
8166: n = 3 m = 1, ms = 3, mst = a[0..0][0..0]
8167: n = 9 m = 8, ms = 21, mst = a[3..7][1..7]
8168: n = 5 m = 9, ms = 16, mst = a[0..4][2..4]
8169: n = 8 m = 6, ms = 16, mst = a[1..7][3..3]
8170: n = 3 m = 10, ms = 8, mst = a[1..1][6..7]
8171: n = 9 m = 2, ms = 11, mst = a[0..2][0..0]
8172: n = 7 m = 2, ms = 5, mst = a[2..5][0..0]
8173: n = 10 m = 4, ms = 12, mst = a[0..0][0..3]
8174: n = 6 m = 10, ms = 32, mst = a[1..5][0..8]
8175: n = 5 m = 10, ms = 13, mst = a[0..1][0..6]
8176: n = 8 m = 4, ms = 12, mst = a[0..7][0..0]
8177: n = 1 m = 4, ms = 6, mst = a[0..0][0..1]
8178: n = 1 m = 9, ms = 6, mst = a[0..0][5..6]
8179: n = 1 m = 8, ms = 6, mst = a[0..0][1..2]
8180: n = 6 m = 3, ms = 20, mst = a[0..5][0..2]
8181: n = 10 m = 4, ms = 14, mst = a[0..5][0..1]
